41;&;85;&;80;&;46;&;28;&;33;&;3.68717;&;0.595275;&;TRUE;\\
44;&;76;&;77;&;68;&;19;&;29;&;11.0663;&;0.0500806;&;TRUE;\\
42;&;78;&;69;&;47;&;33;&;44;&;5.19939;&;0.392034;&;TRUE;\\
41;&;66;&;78;&;53;&;41;&;34;&;4.36323;&;0.498388;&;TRUE;\\
39;&;71;&;80;&;62;&;30;&;31;&;2.09998;&;0.835145;&;TRUE;\\
47;&;72;&;87;&;47;&;30;&;30;&;6.13518;&;0.293287;&;TRUE;\\
51;&;78;&;79;&;51;&;24;&;30;&;8.68605;&;0.122261;&;TRUE;\\
45;&;86;&;66;&;58;&;26;&;32;&;6.65295;&;0.247757;&;TRUE;\\
47;&;75;&;87;&;51;&;26;&;27;&;7.25274;&;0.202512;&;TRUE;\\
53;&;79;&;85;&;42;&;31;&;23;&;15.1894;&;0.00958313;&;FALSE;\\
42;&;65;&;93;&;59;&;31;&;23;&;9.80513;&;0.080949;&;TRUE;\\
46;&;69;&;69;&;62;&;36;&;31;&;5.92542;&;0.313544;&;TRUE;\\
37;&;78;&;83;&;51;&;28;&;36;&;1.18985;&;0.945847;&;TRUE;\\
55;&;58;&;69;&;57;&;42;&;32;&;17.7948;&;0.00321482;&;FALSE;\\
37;&;72;&;74;&;59;&;32;&;39;&;1.15771;&;0.94887;&;TRUE;\\
48;&;77;&;79;&;52;&;30;&;27;&;5.66271;&;0.340433;&;TRUE;\\
38;&;66;&;79;&;63;&;37;&;30;&;4.09638;&;0.535625;&;TRUE;\\
41;&;75;&;72;&;65;&;28;&;32;&;3.67873;&;0.596532;&;TRUE;\\
37;&;81;&;77;&;62;&;16;&;40;&;10.0409;&;0.0740856;&;TRUE;\\
46;&;70;&;72;&;54;&;30;&;41;&;4.39752;&;0.493711;&;TRUE;\\
53;&;60;&;77;&;54;&;35;&;34;&;10.8998;&;0.0534037;&;TRUE;\\
47;&;83;&;71;&;44;&;31;&;37;&;6.40486;&;0.268793;&;TRUE;\\
46;&;68;&;68;&;61;&;33;&;37;&;5.28304;&;0.382323;&;TRUE;\\
47;&;70;&;66;&;58;&;36;&;36;&;5.86258;&;0.319821;&;TRUE;\\
47;&;68;&;81;&;45;&;38;&;34;&;6.69903;&;0.244003;&;TRUE;\\
44;&;71;&;82;&;50;&;40;&;26;&;6.71248;&;0.242917;&;TRUE;\\
44;&;77;&;87;&;58;&;25;&;22;&;9.1836;&;0.101961;&;TRUE;\\
47;&;70;&;75;&;52;&;29;&;40;&;4.57624;&;0.469747;&;TRUE;\\
40;&;67;&;76;&;64;&;35;&;31;&;3.7013;&;0.59317;&;TRUE;\\
51;&;71;&;77;&;53;&;29;&;32;&;6.5361;&;0.257489;&;TRUE;\\
