35;&;67;&;87;&;57;&;25;&;42;&;5.18796;&;0.393375;&;TRUE;\\
42;&;74;&;64;&;56;&;40;&;37;&;5.3679;&;0.372648;&;TRUE;\\
48;&;61;&;93;&;41;&;34;&;36;&;12.9176;&;0.0241637;&;TRUE;\\
42;&;77;&;80;&;50;&;27;&;37;&;2.1568;&;0.827051;&;TRUE;\\
38;&;78;&;71;&;55;&;37;&;34;&;1.49921;&;0.913161;&;TRUE;\\
43;&;72;&;77;&;50;&;29;&;42;&;3.35065;&;0.646096;&;TRUE;\\
41;&;83;&;71;&;50;&;32;&;36;&;2.20583;&;0.819993;&;TRUE;\\
48;&;65;&;74;&;57;&;28;&;41;&;6.84495;&;0.232429;&;TRUE;\\
32;&;76;&;80;&;51;&;36;&;38;&;1.61946;&;0.898886;&;TRUE;\\
35;&;72;&;78;&;60;&;37;&;31;&;2.01576;&;0.84696;&;TRUE;\\
42;&;83;&;91;&;49;&;18;&;30;&;11.149;&;0.0485049;&;TRUE;\\
41;&;70;&;84;&;47;&;33;&;38;&;2.80048;&;0.730713;&;TRUE;\\
39;&;68;&;73;&;61;&;33;&;39;&;2.44626;&;0.784566;&;TRUE;\\
43;&;87;&;76;&;40;&;32;&;35;&;6.70729;&;0.243336;&;TRUE;\\
43;&;72;&;86;&;51;&;25;&;36;&;3.97061;&;0.553655;&;TRUE;\\
46;&;65;&;76;&;45;&;37;&;44;&;8.69987;&;0.121651;&;TRUE;\\
30;&;77;&;73;&;55;&;36;&;42;&;3.35891;&;0.644835;&;TRUE;\\
41;&;70;&;73;&;63;&;40;&;26;&;6.82982;&;0.233608;&;TRUE;\\
41;&;82;&;75;&;53;&;29;&;33;&;1.57874;&;0.903809;&;TRUE;\\
46;&;85;&;67;&;56;&;28;&;31;&;5.9969;&;0.306521;&;TRUE;\\
40;&;73;&;84;&;50;&;30;&;36;&;1.45672;&;0.918009;&;TRUE;\\
30;&;84;&;60;&;72;&;34;&;33;&;11.8476;&;0.0369363;&;TRUE;\\
62;&;77;&;78;&;43;&;22;&;31;&;23.6214;&;0.000256666;&;FALSE;\\
39;&;84;&;75;&;50;&;27;&;38;&;2.56117;&;0.767255;&;TRUE;\\
42;&;78;&;75;&;60;&;30;&;28;&;3.01339;&;0.697922;&;TRUE;\\
46;&;72;&;74;&;54;&;36;&;31;&;3.72723;&;0.589317;&;TRUE;\\
36;&;89;&;65;&;47;&;34;&;42;&;6.94194;&;0.224994;&;TRUE;\\
43;&;73;&;79;&;58;&;22;&;38;&;4.80944;&;0.439576;&;TRUE;\\
45;&;78;&;67;&;56;&;30;&;37;&;3.72468;&;0.589696;&;TRUE;\\
41;&;74;&;69;&;61;&;31;&;37;&;2.42068;&;0.788391;&;TRUE;\\
47;&;76;&;83;&;48;&;26;&;33;&;5.34029;&;0.375777;&;TRUE;\\
38;&;90;&;66;&;52;&;36;&;31;&;5.55904;&;0.351516;&;TRUE;\\
49;&;78;&;60;&;52;&;40;&;34;&;10.4082;&;0.0644618;&;TRUE;\\
38;&;78;&;79;&;44;&;33;&;41;&;3.23133;&;0.66437;&;TRUE;\\
51;&;70;&;68;&;54;&;37;&;33;&;8.18244;&;0.146463;&;TRUE;\\
36;&;72;&;77;&;47;&;35;&;46;&;4.94608;&;0.422496;&;TRUE;\\
43;&;71;&;76;&;56;&;30;&;37;&;1.7155;&;0.886942;&;TRUE;\\
50;&;73;&;74;&;57;&;31;&;28;&;6.70359;&;0.243634;&;TRUE;\\
44;&;69;&;78;&;57;&;34;&;31;&;2.7763;&;0.734426;&;TRUE;\\
38;&;75;&;91;&;56;&;27;&;26;&;5.45722;&;0.36266;&;TRUE;\\
46;&;78;&;79;&;41;&;33;&;36;&;5.9255;&;0.313536;&;TRUE;\\
39;&;69;&;88;&;49;&;35;&;33;&;3.07722;&;0.688081;&;TRUE;\\
42;&;79;&;70;&;52;&;39;&;31;&;3.79698;&;0.579001;&;TRUE;\\
44;&;81;&;81;&;44;&;31;&;32;&;4.33617;&;0.502098;&;TRUE;\\
37;&;74;&;79;&;48;&;37;&;38;&;1.88118;&;0.865329;&;TRUE;\\
45;&;81;&;72;&;41;&;39;&;35;&;7.59552;&;0.179981;&;TRUE;\\
44;&;78;&;81;&;50;&;30;&;30;&;2.92738;&;0.711181;&;TRUE;\\
38;&;67;&;83;&;55;&;33;&;37;&;1.55544;&;0.906585;&;TRUE;\\
46;&;65;&;79;&;56;&;37;&;30;&;5.47133;&;0.3611;&;TRUE;\\
45;&;87;&;76;&;46;&;30;&;29;&;6.13407;&;0.293391;&;TRUE;\\
40;&;86;&;79;&;45;&;30;&;33;&;3.64265;&;0.601921;&;TRUE;\\
45;&;71;&;80;&;60;&;27;&;30;&;4.31267;&;0.505331;&;TRUE;\\
35;&;80;&;76;&;54;&;33;&;35;&;0.376504;&;0.995952;&;TRUE;\\
30;&;65;&;87;&;66;&;28;&;37;&;6.77813;&;0.237671;&;TRUE;\\
47;&;66;&;68;&;70;&;37;&;25;&;13.353;&;0.0202859;&;TRUE;\\
38;&;90;&;64;&;50;&;30;&;41;&;6.65328;&;0.247729;&;TRUE;\\
44;&;84;&;76;&;44;&;29;&;36;&;4.78248;&;0.442999;&;TRUE;\\
34;&;81;&;76;&;51;&;36;&;35;&;1.31085;&;0.933811;&;TRUE;\\
46;&;75;&;80;&;56;&;21;&;35;&;6.28454;&;0.279509;&;TRUE;\\
35;&;74;&;88;&;53;&;34;&;29;&;2.66698;&;0.751164;&;TRUE;\\
50;&;75;&;74;&;53;&;31;&;30;&;5.86883;&;0.319192;&;TRUE;\\
45;&;81;&;78;&;49;&;30;&;30;&;3.70255;&;0.592984;&;TRUE;\\
41;&;81;&;64;&;58;&;37;&;32;&;4.5396;&;0.474603;&;TRUE;\\
39;&;65;&;75;&;60;&;28;&;46;&;6.2114;&;0.286189;&;TRUE;\\
41;&;87;&;83;&;58;&;15;&;29;&;12.7957;&;0.0253703;&;TRUE;\\
35;&;94;&;73;&;56;&;24;&;31;&;7.22472;&;0.204457;&;TRUE;\\
44;&;78;&;77;&;56;&;34;&;24;&;5.18033;&;0.394272;&;TRUE;\\
50;&;71;&;73;&;56;&;29;&;34;&;5.81332;&;0.32481;&;TRUE;\\
42;&;67;&;93;&;45;&;27;&;39;&;7.70459;&;0.173285;&;TRUE;\\
41;&;78;&;71;&;64;&;31;&;28;&;4.21297;&;0.519179;&;TRUE;\\
48;&;72;&;70;&;59;&;34;&;30;&;5.67573;&;0.33906;&;TRUE;\\
48;&;73;&;79;&;59;&;25;&;29;&;6.57177;&;0.254485;&;TRUE;\\
38;&;90;&;75;&;44;&;24;&;42;&;8.24309;&;0.143338;&;TRUE;\\
42;&;71;&;76;&;55;&;39;&;30;&;3.36584;&;0.643778;&;TRUE;\\
43;&;75;&;64;&;64;&;32;&;35;&;5.13446;&;0.399692;&;TRUE;\\
